Date,Close
10/26/2018 17:26:00,2.55
10/29/2018 17:26:00,2.4
10/30/2018 17:26:00,2.4
10/31/2018 17:26:00,2.45
11/1/2018 17:26:00,2.58
11/2/2018 17:26:00,2.59
11/5/2018 17:26:00,2.51
11/6/2018 17:26:00,2.41
11/7/2018 17:26:00,2.48
11/8/2018 17:26:00,2.42
11/9/2018 17:26:00,2.42
11/13/2018 17:26:00,2.48
11/14/2018 17:26:00,2.5
11/15/2018 17:26:00,2.4
11/19/2018 17:26:00,2.59
11/20/2018 17:26:00,2.57
11/21/2018 17:26:00,2.59
11/22/2018 17:26:00,2.59
11/23/2018 17:26:00,2.58
11/26/2018 17:26:00,2.52
11/27/2018 17:26:00,2.47
11/28/2018 17:26:00,2.6
11/29/2018 17:26:00,2.44
11/30/2018 17:26:00,2.39
12/3/2018 17:26:00,2.49
12/4/2018 17:26:00,2.46
12/5/2018 17:26:00,2.42
12/6/2018 17:26:00,2.41
12/10/2018 17:26:00,2.46
12/11/2018 17:26:00,2.45
12/17/2018 17:26:00,2.48
12/18/2018 17:26:00,2.49
12/19/2018 17:26:00,2.46
12/20/2018 17:26:00,2.42
12/21/2018 17:26:00,2.47
12/27/2018 17:26:00,2.5
12/28/2018 17:26:00,2.55
1/2/2019 17:26:00,2.5
1/3/2019 17:26:00,2.5
1/4/2019 17:26:00,2.6
1/7/2019 17:26:00,2.66
1/8/2019 17:26:00,2.85
1/9/2019 17:26:00,2.98
1/10/2019 17:26:00,3.04
1/11/2019 17:26:00,2.9
1/14/2019 17:26:00,2.96
1/15/2019 17:26:00,2.82
1/16/2019 17:26:00,2.89
1/17/2019 17:26:00,2.91
1/18/2019 17:26:00,2.96
1/21/2019 17:26:00,2.98
1/22/2019 17:26:00,3.04
1/23/2019 17:26:00,3.11
1/24/2019 17:26:00,3.22
1/25/2019 17:26:00,3.35
1/28/2019 17:26:00,3.43
1/29/2019 17:26:00,3.48
1/30/2019 17:26:00,3.5
1/31/2019 17:26:00,3.45
2/1/2019 17:26:00,3.49
2/4/2019 17:26:00,3.43
2/5/2019 17:26:00,3.25
2/6/2019 17:26:00,3.5
2/7/2019 17:26:00,3.52
2/8/2019 17:26:00,3.51
2/11/2019 17:26:00,3.5
2/12/2019 17:26:00,3.47
2/13/2019 17:26:00,3.11
2/14/2019 17:26:00,2.93
2/15/2019 17:26:00,2.93
2/18/2019 17:26:00,3
2/19/2019 17:26:00,3.09
2/20/2019 17:26:00,3
2/21/2019 17:26:00,3.05
2/22/2019 17:26:00,2.97
2/25/2019 17:26:00,3.04
2/26/2019 17:26:00,3.03
2/27/2019 17:26:00,3.03
2/28/2019 17:26:00,3.05
3/1/2019 17:26:00,3.09
3/4/2019 17:26:00,2.93
3/5/2019 17:26:00,2.93
3/6/2019 17:26:00,2.95
3/7/2019 17:26:00,3.01
3/8/2019 17:26:00,2.97
3/11/2019 17:26:00,2.95
3/12/2019 17:26:00,2.92
3/13/2019 17:26:00,2.93
3/14/2019 17:26:00,2.96
3/15/2019 17:26:00,2.92
3/18/2019 17:26:00,2.92
3/19/2019 17:26:00,2.98
3/20/2019 17:26:00,2.96
3/21/2019 17:26:00,2.98
3/22/2019 17:26:00,3.07
3/25/2019 17:26:00,3.11
3/26/2019 17:26:00,3.05
3/27/2019 17:26:00,3.11
3/28/2019 17:26:00,3.13
3/29/2019 17:26:00,3.18
4/1/2019 17:26:00,3.14
4/3/2019 17:26:00,3.16
4/4/2019 17:26:00,3.12
4/5/2019 17:26:00,3.14
4/8/2019 17:26:00,3.16
4/9/2019 17:26:00,3.16
4/10/2019 17:26:00,3.24
4/11/2019 17:26:00,3.28
4/12/2019 17:26:00,3.34
4/15/2019 17:26:00,3.36
4/16/2019 17:26:00,3.34
4/17/2019 17:26:00,3.38
4/18/2019 17:26:00,3.38
4/23/2019 17:26:00,3.42
4/24/2019 17:26:00,3.34
4/25/2019 17:26:00,3.28
4/26/2019 17:26:00,3.26
4/29/2019 17:26:00,3.3
4/30/2019 17:26:00,3.34
5/2/2019 17:26:00,3.38
5/3/2019 17:26:00,3.34
5/6/2019 17:26:00,3.26
5/7/2019 17:26:00,3.28
5/8/2019 17:26:00,3.28
5/9/2019 17:26:00,3.24
5/10/2019 17:26:00,3.26
5/13/2019 17:26:00,3.14
5/14/2019 17:26:00,3.22
5/15/2019 17:26:00,3.26
5/16/2019 17:26:00,3.32
5/17/2019 17:26:00,3.38
5/20/2019 17:26:00,3.1
5/21/2019 17:26:00,2.96
5/22/2019 17:26:00,2.94
5/23/2019 17:26:00,2.94
5/24/2019 17:26:00,2.96
5/27/2019 17:26:00,3
5/28/2019 17:26:00,3
5/29/2019 17:26:00,2.88
5/30/2019 17:26:00,2.92
5/31/2019 17:26:00,2.88
6/3/2019 17:26:00,2.82
6/4/2019 17:26:00,2.84
6/5/2019 17:26:00,2.78
6/6/2019 17:26:00,2.76
6/7/2019 17:26:00,2.82
6/10/2019 17:26:00,2.8
6/11/2019 17:26:00,2.78
6/12/2019 17:26:00,2.76
6/13/2019 17:26:00,2.78
6/14/2019 17:26:00,2.7
6/17/2019 17:26:00,2.72
6/18/2019 17:26:00,2.72
6/19/2019 17:26:00,2.74
6/20/2019 17:26:00,2.76
6/21/2019 17:26:00,2.68
6/24/2019 17:26:00,2.68
6/25/2019 17:26:00,2.68
6/26/2019 17:26:00,2.72
6/27/2019 17:26:00,2.72
6/28/2019 17:26:00,2.66
7/1/2019 17:26:00,2.68
7/2/2019 17:26:00,2.8
7/3/2019 17:26:00,2.8
7/4/2019 17:26:00,2.8
7/5/2019 17:26:00,2.86
7/8/2019 17:26:00,2.78
7/9/2019 17:26:00,2.78
7/10/2019 17:26:00,2.84
7/11/2019 17:26:00,2.74
7/12/2019 17:26:00,2.8
7/15/2019 17:26:00,2.78
7/16/2019 17:26:00,2.8
7/18/2019 17:26:00,2.82
7/19/2019 17:26:00,2.8
7/22/2019 17:26:00,2.82
7/23/2019 17:26:00,2.8
7/24/2019 17:26:00,2.76
7/25/2019 17:26:00,2.76
7/26/2019 17:26:00,2.76
7/29/2019 17:26:00,2.7
7/30/2019 17:26:00,2.68
7/31/2019 17:26:00,2.66
8/1/2019 17:26:00,2.74
8/2/2019 17:26:00,2.74
8/5/2019 17:26:00,2.76
8/6/2019 17:26:00,2.72
8/7/2019 17:26:00,2.74
8/8/2019 17:26:00,2.74
8/9/2019 17:26:00,2.68
8/12/2019 17:26:00,2.66
8/13/2019 17:26:00,2.64
8/14/2019 17:26:00,2.58
8/16/2019 17:26:00,2.56
8/19/2019 17:26:00,2.6
8/20/2019 17:26:00,2.58
8/21/2019 17:26:00,2.58
8/22/2019 17:26:00,2.52
8/23/2019 17:26:00,2.56
8/26/2019 17:26:00,2.54
8/27/2019 17:26:00,2.56
8/28/2019 17:26:00,2.56
8/29/2019 17:26:00,2.64
8/30/2019 17:26:00,2.64
9/2/2019 17:26:00,2.68
9/3/2019 17:26:00,2.72
9/4/2019 17:26:00,2.74
9/5/2019 17:26:00,2.78
9/6/2019 17:26:00,2.62
9/9/2019 17:26:00,2.66
9/10/2019 17:26:00,2.7
9/11/2019 17:26:00,2.76
9/12/2019 17:26:00,2.58
9/13/2019 17:26:00,2.62
9/16/2019 17:26:00,2.64
9/17/2019 17:26:00,2.68
9/18/2019 17:26:00,2.74
9/19/2019 17:26:00,2.9
9/20/2019 17:26:00,2.72
9/23/2019 17:26:00,2.66
9/24/2019 17:26:00,2.62
9/25/2019 17:26:00,2.6
9/26/2019 17:26:00,2.66
9/27/2019 17:26:00,2.74
9/30/2019 17:26:00,2.76
10/1/2019 17:26:00,2.72
10/3/2019 17:26:00,2.6
10/4/2019 17:26:00,2.64
10/7/2019 17:26:00,2.72
10/9/2019 17:26:00,2.68
10/10/2019 17:26:00,2.62
10/11/2019 17:26:00,2.64
10/14/2019 17:26:00,2.7
10/15/2019 17:26:00,2.72
10/16/2019 17:26:00,2.88
10/17/2019 17:26:00,2.86
10/18/2019 17:26:00,2.84
10/21/2019 17:26:00,2.82
10/22/2019 17:26:00,2.82
10/23/2019 17:26:00,2.84
10/24/2019 17:26:00,2.82
10/25/2019 17:26:00,2.84
10/28/2019 17:26:00,2.78
10/29/2019 17:26:00,2.8
10/30/2019 17:26:00,2.84
10/31/2019 17:26:00,2.82
11/1/2019 17:26:00,2.82
11/5/2019 17:26:00,2.84
11/6/2019 17:26:00,2.84
11/7/2019 17:26:00,2.84
11/8/2019 17:26:00,2.9
11/11/2019 17:26:00,2.92
11/12/2019 17:26:00,2.88
11/13/2019 17:26:00,2.84
11/14/2019 17:26:00,2.86
11/15/2019 17:26:00,2.86
11/18/2019 17:26:00,2.98
